"","marr","wage","exper","age","educ","games","minutes","guard","forward","center","points","rebounds","assists","draft","allstar","avgmin","lwage","black","children","expersq","agesq","marrblck"
"174",1,0.150000005960464,17,39,4,45,384,0,0,1,1.70000004768372,2.09999990463257,0.200000002980232,14,0,8.53333377838135,0.405465096235275,1,0,289,1521,1
"175",1,0.889999985694885,4,28,4,74,1357,0,1,0,7.40000009536743,3.40000009536743,0.800000011920929,52,0,18.3378372192383,2.18605136871338,1,1,16,784,1
"176",0,2.82000017166138,4,26,3,82,2283,0,1,0,12.8000001907349,2.70000004768372,2.59999990463257,4,0,27.8414630889893,3.33932209014893,1,1,16,676,0
"177",0,1.51199996471405,5,28,4,77,2037,1,0,0,9,4.59999990463257,5,24,0,26.4545459747314,2.71601843833923,1,0,25,784,0
"178",1,0.899999976158142,8,32,4,68,1536,0,1,0,6.59999990463257,4,0.899999976158142,17,0,22.5882358551025,2.19722461700439,1,0,64,1024,1
"179",1,0.75,5,27,4,81,2519,1,0,0,NA,NA,5.19999980926514,16,0,31.0987663269043,2.01490306854248,0,0,25,729,0
"180",1,2.70000004768372,1,22,1,49,1385,0,0,1,10.1999998092651,6.19999980926514,2,2,0,28.2653064727783,3.29583692550659,1,0,1,484,1
"181",1,0.182000011205673,2,27,0,65,980,1,0,0,5.69999980926514,1.70000004768372,0.400000005960464,0,0,15.0769233703613,0.598836481571198,1,1,4,729,1
"182",0,0.699999988079071,1,24,4,70,889,1,0,0,NA,1.20000004768372,0.899999976158142,15,0,12.6999998092651,1.94591009616852,1,1,1,576,0
"183",1,2.37999987602234,11,33,4,77,1750,1,0,0,16.7999992370605,3.09999990463257,2.20000004768372,10,0,22.7272720336914,3.16968560218811,1,0,121,1089,1
"184",0,1.64999997615814,6,30,4,80,2336,0,1,0,9,5,1.20000004768372,7,0,29.2000007629395,2.80336046218872,1,0,36,900,0
"185",1,1.03999996185303,2,24,4,82,3147,0,1,0,18.2999992370605,10.1000003814697,2.29999995231628,9,0,38.3780479431152,2.34180569648743,1,1,4,576,1
"186",0,0.61300003528595,5,26,4,38,638,0,1,0,7.59999990463257,4.80000019073486,1,0,0,16.7894744873047,1.8131947517395,1,0,25,676,0
"187",1,1.68999993801117,13,35,4,68,1555,1,0,0,8.89999961853027,1.89999997615814,2.79999995231628,31,0,22.8676471710205,2.82731366157532,0,1,169,1225,0
"188",1,3.25,10,31,3,65,2298,0,1,0,21.6000003814697,11.1999998092651,4.5,5,1,35.3538475036621,3.48124003410339,1,1,100,961,1
"189",1,NA,6,30,4,NA,NA,1,0,0,NA,NA,NA,40,0,NA,NA,1,1,36,900,1
"190",0,1.88499999046326,9,NA,4,82,2825,0,1,0,NA,9.19999980926514,1.70000004768372,23,0,34.4512176513672,2.93651294708252,1,0,81,NA,0
"191",0,2.29999995231628,7,28,4,67,2449,1,0,0,20,2.5,9.5,7,1,36.5522384643555,3.13549423217773,1,0,49,784,0
"192",1,0.649999976158142,9,32,4,74,848,0,0,1,3.90000009536743,2.59999990463257,0.600000023841858,6,0,11.4594593048096,1.8718022108078,0,1,81,1024,0
"193",0,2.97499990463257,6,29,4,80,3207,1,0,0,16.5,4.40000009536743,3.40000009536743,14,0,40.0875015258789,3.39282917976379,0,0,36,841,0
"194",1,3.25,6,28,4,68,2520,0,1,0,20.6000003814697,6.80000019073486,3.79999995231628,1,1,37.0588226318359,3.48124003410339,1,0,36,784,1
"195",1,NA,13,35,4,36,363,0,0,1,2.40000009536743,2.20000004768372,0.400000005960464,13,0,10.0833330154419,NA,0,1,169,1225,0
"196",1,2.33299994468689,9,30,4,79,2557,0,1,0,16.7000007629395,7.09999990463257,1.70000004768372,2,0,32.3670883178711,3.14973998069763,1,0,81,900,1
"197",1,1.29999995231628,6,29,4,79,1441,0,1,0,5.59999990463257,4,0.5,21,0,18.2405071258545,2.56494927406311,1,0,36,841,1
"198",1,1.57799994945526,11,32,3,68,2334,1,0,0,19.2000007629395,6.5,4.90000009536743,14,1,34.3235282897949,2.75874328613281,0,1,121,1024,0
"199",0,0.790000021457672,7,29,4,6,86,0,0,1,2.29999995231628,4,0.800000011920929,75,0,14.3333330154419,2.06686282157898,1,0,49,841,0
"200",0,NA,17,39,4,45,938,0,0,1,4.69999980926514,1.39999997615814,0.5,46,0,20.8444442749023,NA,1,0,289,1521,0
"201",1,2.42900013923645,6,29,4,77,2112,0,1,0,10.3999996185303,4.59999990463257,1.39999997615814,12,0,27.4285717010498,3.1900646686554,1,1,36,841,1
"202",0,NA,4,27,4,29,187,1,0,0,2.79999995231628,0.600000023841858,0.899999976158142,0,0,6.44827604293823,NA,1,0,16,729,0
"203",0,2.94000005722046,10,32,4,78,1276,0,1,0,6.5,4.19999980926514,1,46,0,16.3589744567871,3.38099455833435,1,0,100,1024,0
"204",0,0.942000031471252,2,23,3,65,820,0,1,0,6.69999980926514,1.70000004768372,0.5,18,0,12.615385055542,2.24283504486084,1,0,4,529,0
"205",1,2.5,9,31,4,77,2074,1,0,0,13.1000003814697,2.79999995231628,5.19999980926514,24,0,26.9350643157959,3.21887588500977,1,1,81,961,1
"206",0,2.33599996566772,5,28,4,82,2853,0,1,0,20.1000003814697,6.69999980926514,1.89999997615814,36,1,34.7926826477051,3.15102505683899,1,0,25,784,0
"207",0,0.649999976158142,1,24,3,58,673,1,0,0,4.80000019073486,1.29999995231628,1.20000004768372,21,0,11.6034479141235,1.8718022108078,1,0,1,576,0
"208",0,1.56000006198883,6,28,3,82,2889,1,0,0,17.2000007629395,4.5,9.19999980926514,19,0,35.2317085266113,2.74727082252502,1,0,36,784,0
"209",1,2.5,13,34,3,81,2636,0,1,0,9.69999980926514,10.3999996185303,1,10,0,32.5432090759277,3.21887588500977,1,0,169,1156,1
"210",0,NA,4,26,4,13,159,0,1,0,4.90000009536743,3.5,2.5,25,0,12.2307691574097,NA,0,0,16,676,0
"211",1,1.85000002384186,10,35,4,71,2094,0,1,0,13.1999998092651,5.69999980926514,3.09999990463257,57,0,29.4929580688477,2.91777062416077,0,0,100,1225,0
"212",1,0.550000011920929,3,26,4,61,1041,1,0,0,4.5,1.79999995231628,2.20000004768372,31,0,17.0655746459961,1.70474803447723,1,1,9,676,1
"213",1,1.25999999046326,4,26,4,41,674,0,0,1,4.40000009536743,4.5,0.300000011920929,18,0,16.4390239715576,2.53369688987732,1,1,16,676,1
"214",0,1.6159999370575,1,23,4,19,499,1,0,0,7.09999990463257,1.79999995231628,6.09999990463257,7,0,26.2631587982178,2.7825391292572,0,0,1,529,0
"215",0,0.150000005960464,1,24,4,55,667,0,0,1,3.20000004768372,3.09999990463257,0.400000005960464,52,0,12.127272605896,0.405465096235275,0,1,1,576,0
"216",0,0.850000023841858,7,29,3,68,2402,0,1,0,11.6000003814697,11.8999996185303,0.600000023841858,8,0,35.3235282897949,2.14006614685059,1,1,49,841,0
"217",1,2.5,6,29,4,78,2897,1,0,0,23.3999996185303,3.70000004768372,4,5,1,37.1410255432129,3.21887588500977,1,0,36,841,1
"218",0,1.74300003051758,4,25,4,75,2702,0,1,0,15.1000003814697,7.5,4.09999990463257,7,0,36.026668548584,2.85819292068481,1,0,16,625,0
"219",0,0.939999938011169,3,25,4,66,877,1,0,0,4.40000009536743,1.29999995231628,1.79999995231628,19,0,13.2878789901733,2.24070978164673,1,1,9,625,0
"220",0,1.46200001239777,9,31,4,79,2567,1,0,0,12.6999998092651,2.79999995231628,6.69999980926514,87,0,32.4936714172363,2.68239045143127,1,0,81,961,0
"221",0,1.65799999237061,2,24,4,57,1356,0,1,0,11.1999998092651,4.09999990463257,2.29999995231628,7,0,23.7894744873047,2.80819725990295,1,0,4,576,0
"222",0,0.200000002980232,2,26,4,57,1221,0,1,0,8,4.69999980926514,1.20000004768372,36,0,21.4210529327393,0.6931471824646,0,0,4,676,0
"223",0,2.07500004768372,6,27,4,80,2488,1,0,0,11.8999996185303,3,4.30000019073486,10,0,31.1000003814697,3.03254628181458,1,1,36,729,0
"224",0,2.40700006484985,12,33,3,59,1133,0,1,0,7.30000019073486,5,0.800000011920929,2,0,19.20339012146,3.18096613883972,1,1,144,1089,0
"225",1,1.1949999332428,4,28,4,77,1949,1,0,0,10,2.09999990463257,4.19999980926514,29,0,25.3116874694824,2.48073124885559,0,0,16,784,0
"226",1,1.80699992179871,5,24,4,73,2409,0,1,0,12.1000003814697,3.59999990463257,2.70000004768372,3,0,33,2.89425301551819,1,0,25,576,1
"227",1,0.150000005960464,5,30,4,28,94,0,0,1,2.09999990463257,0.899999976158142,0.200000002980232,79,0,3.35714292526245,0.405465096235275,0,1,25,900,0
"228",1,NA,6,29,4,82,2332,1,0,0,10.8999996185303,2.09999990463257,5.30000019073486,0,0,28.4390239715576,NA,1,1,36,841,1
"229",0,NA,12,39,0,55,618,0,0,1,5.30000019073486,4.09999990463257,0.600000023841858,0,0,11.2363634109497,NA,1,1,144,1521,0
"230",1,2.15599989891052,8,30,4,77,2029,0,1,0,11.6000003814697,3.29999995231628,2.40000009536743,4,0,26.3506488800049,3.07083964347839,1,1,64,900,1
"231",1,1.81800007820129,5,26,3,70,1344,0,1,0,9,3.09999990463257,1,5,0,19.2000007629395,2.9003221988678,1,1,25,676,1
"232",1,5.74000024795532,5,29,4,80,3241,0,0,1,29.7999992370605,10.6999998092651,4.80000019073486,1,1,40.5125007629395,4.05004453659058,1,1,25,841,1
"233",0,2.45000004768372,8,33,4,79,2989,0,1,0,4.69999980926514,17.2999992370605,2.29999995231628,27,0,37.8354415893555,3.19867300987244,1,1,64,1089,0
"234",0,0.150000005960464,1,23,4,40,339,1,0,0,1.79999995231628,0.699999988079071,1.29999995231628,47,0,8.47500038146973,0.405465096235275,1,0,1,529,0
"235",0,0.524999976158142,6,29,3,80,1690,1,0,0,9.10000038146973,2.40000009536743,2.40000009536743,39,0,21.125,1.65822803974152,1,0,36,841,0
"236",1,NA,16,37,4,42,780,0,0,1,5.59999990463257,3.59999990463257,1.39999997615814,3,0,18.5714282989502,NA,1,1,256,1369,1
"237",0,2,5,26,4,79,2435,1,0,0,14.1000003814697,3.40000009536743,3.5,5,0,30.8227844238281,2.99573230743408,1,0,25,676,0
"238",0,0.600000023841858,3,25,4,71,866,0,1,0,2.79999995231628,2.70000004768372,0.400000005960464,27,0,12.1971826553345,1.7917594909668,1,0,9,625,0
"239",0,0.616999983787537,2,27,4,45,280,0,0,1,2.59999990463257,2.59999990463257,0.200000002980232,23,0,6.22222232818604,1.81969881057739,1,0,4,729,0
"240",0,0.800000011920929,6,25,2,79,2597,0,1,0,18.1000003814697,10.8000001907349,2.59999990463257,17,1,32.8734169006348,2.0794415473938,1,0,36,625,0
"241",1,0.150000005960464,2,25,4,15,86,0,1,0,3.70000004768372,1,0.600000023841858,45,0,5.73333311080933,0.405465096235275,1,0,4,625,1
"242",0,0.699999988079071,4,25,4,27,78,0,0,1,1.5,0.800000011920929,0.300000011920929,14,0,2.88888883590698,1.94591009616852,0,0,16,625,0
"243",0,1.89999997615814,6,30,0,0,0,1,0,0,0,0,0,127,0,NA,2.94443893432617,0,1,36,900,0
"244",1,0.889999985694885,9,30,4,73,1887,1,0,0,6,3.90000009536743,5.30000019073486,30,0,25.8493156433105,2.18605136871338,1,1,81,900,1
"245",0,2.38299989700317,5,26,4,81,2881,1,0,0,16.5,3.29999995231628,6,2,1,35.5679016113281,3.17094540596008,1,1,25,676,0
"246",0,3.58699989318848,11,33,4,81,2170,0,1,0,12.3000001907349,4.5,1.39999997615814,4,0,26.7901229858398,3.57990121841431,1,0,121,1089,0
"247",0,0.170000001788139,5,27,4,35,152,0,0,1,2.09999990463257,0.699999988079071,0.200000002980232,39,0,4.34285736083984,0.530628263950348,0,0,25,729,0
"248",1,1.15100002288818,10,31,4,81,2728,0,1,0,15,5.59999990463257,3.40000009536743,8,0,33.679012298584,2.44321632385254,0,1,100,961,0
"249",1,0.810000061988831,3,26,4,55,1070,0,1,0,6.5,4.69999980926514,0.400000005960464,0,0,19.4545459747314,2.09186410903931,1,1,9,676,1
"250",1,0.150000005960464,2,25,4,56,559,1,0,0,3.09999990463257,1.10000002384186,0.5,0,0,9.98214244842529,0.405465096235275,1,0,4,625,1
"251",1,NA,13,35,4,80,1838,0,1,0,11.1000003814697,4.09999990463257,0.899999976158142,8,0,22.9750003814697,NA,0,1,169,1225,0
"252",0,0.200000002980232,2,25,4,45,313,1,0,0,2.90000009536743,0.600000023841858,1.70000004768372,0,0,6.95555543899536,0.6931471824646,0,0,4,625,0
"253",1,1.77099990844727,8,31,4,80,2820,1,0,0,15.8999996185303,5.19999980926514,3.90000009536743,46,0,35.25,2.8741295337677,0,1,64,961,0
"254",1,1.79999995231628,10,32,4,75,1619,1,0,0,7.5,1.70000004768372,2.90000009536743,13,0,21.5866661071777,2.89037179946899,1,1,100,1024,1
"255",0,1.20000004768372,2,24,4,63,763,0,1,0,4.30000019073486,3.20000004768372,0.5,10,0,12.1111106872559,2.4849066734314,0,0,4,576,0
"256",1,3.08099985122681,9,31,3,82,3329,0,1,0,25.2000007629395,11.5,4,13,1,40.5975608825684,3.4278392791748,1,1,81,961,1
"257",1,0.150000005960464,1,24,4,67,1121,0,1,0,5,2.70000004768372,0.800000011920929,45,0,16.7313442230225,0.405465096235275,1,0,1,576,1
"258",0,1.58100008964539,4,26,4,79,2210,0,0,1,8.60000038146973,8.30000019073486,0.5,6,0,27.9746837615967,2.76064276695251,1,0,16,676,0
"259",1,2.40000009536743,10,32,4,82,2969,1,0,0,15.1000003814697,3,12.6000003814697,16,1,36.2073173522949,3.178053855896,0,1,100,1024,0
"260",0,0.649999976158142,1,23,3,15,92,0,0,1,1.29999995231628,0.699999988079071,0,18,0,6.13333320617676,1.8718022108078,1,0,1,529,0
"261",0,0.150000005960464,1,24,4,75,1321,1,0,0,6.90000009536743,3,1,0,0,17.6133327484131,0.405465096235275,1,0,1,576,0
"262",1,2.00400018692017,6,27,4,60,2025,1,0,0,18.2000007629395,2.40000009536743,3.09999990463257,8,0,33.75,2.99773025512695,0,1,36,729,0
"263",0,2,1,23,4,65,1604,1,0,0,12,2.90000009536743,1.89999997615814,6,0,24.6769237518311,2.99573230743408,1,0,1,529,0
"264",0,2.31200003623962,8,30,4,69,1485,0,0,1,6.59999990463257,4.69999980926514,0.800000011920929,33,0,21.5217399597168,3.14069795608521,1,0,64,900,0
"265",1,1.64999997615814,2,25,4,78,2795,0,1,0,17.1000003814697,9.30000019073486,3.5,6,0,35.8333320617676,2.80336046218872,0,0,4,625,0
"266",0,0.601000010967255,2,24,4,75,2487,0,1,0,18.2000007629395,6,2.09999990463257,19,0,33.1599998474121,1.79342472553253,0,0,4,576,0
"267",0,0.5,1,23,0,54,650,0,0,1,5.59999990463257,3.59999990463257,0.300000011920929,30,0,12.037036895752,1.60943794250488,0,0,1,529,0
"268",1,0.5,2,25,4,61,749,1,0,0,3.59999990463257,1.10000002384186,1.5,40,0,12.2786884307861,1.60943794250488,1,0,4,625,1
"269",1,0.282999992370605,2,26,4,65,1035,1,0,0,6.19999980926514,1.39999997615814,3.29999995231628,32,0,15.9230766296387,1.04027676582336,0,0,4,676,0
"270",0,1.72199988365173,8,30,4,82,2303,1,0,0,9.89999961853027,2.29999995231628,6.09999990463257,22,0,28.0853652954102,2.84607148170471,0,0,64,900,0
"271",1,0.600000023841858,3,26,4,3,35,0,1,0,4.30000019073486,2.29999995231628,0.699999988079071,0,0,11.6666669845581,1.7917594909668,1,1,9,676,1
"272",1,0.400000005960464,6,30,4,73,1397,0,1,0,4.80000019073486,4,0.5,5,0,19.1369857788086,1.3862943649292,1,0,36,900,1
"273",0,1.39999997615814,3,26,4,82,2605,1,0,0,14.8000001907349,4.80000019073486,2.29999995231628,9,0,31.7682933807373,2.63905739784241,1,1,9,676,0
"274",1,1.62999987602234,5,27,4,81,2915,1,0,0,13.8000001907349,5.19999980926514,9.69999980926514,12,0,35.9876556396484,2.7911651134491,1,1,25,729,1
"275",1,1.39999997615814,9,31,4,82,2149,0,1,0,8,4.69999980926514,1.5,35,0,26.2073173522949,2.63905739784241,1,1,81,961,1
"276",0,0.649999976158142,1,23,4,16,107,0,1,0,2.70000004768372,1.10000002384186,0.5,15,0,6.6875,1.8718022108078,1,1,1,529,0
"277",1,1.20000004768372,11,33,4,82,2147,1,0,0,10,3.40000009536743,3.29999995231628,48,0,26.1829261779785,2.4849066734314,0,1,121,1089,0
"278",1,2.79999995231628,9,31,4,82,1823,0,0,1,4.19999980926514,4.5,1.20000004768372,NA,0,22.2317066192627,3.33220458030701,0,1,81,961,0
"279",0,1.2279999256134,6,28,4,82,1608,0,0,1,6.09999990463257,3.79999995231628,0.699999988079071,28,0,19.6097564697266,2.50797200202942,1,1,36,784,0
"280",1,NA,5,31,4,18,169,1,0,0,2.5,0.699999988079071,2.20000004768372,70,0,9.38888931274414,NA,0,1,25,961,0
"281",0,1.50999999046326,7,30,3,82,2539,0,1,0,11.8999996185303,6.09999990463257,2.70000004768372,19,0,30.963415145874,2.71469473838806,1,0,49,900,0
"282",0,2.625,10,31,4,80,2867,0,1,0,19.1000003814697,12,1.89999997615814,11,0,35.8375015258789,3.26766610145569,1,0,100,961,0
"283",1,0.564999997615814,1,26,4,81,1732,0,1,0,7.69999980926514,6.19999980926514,0.600000023841858,45,0,21.3827152252197,1.73165559768677,1,0,1,676,1
"284",0,0.688000023365021,3,25,4,66,2292,0,1,0,11.6999998092651,10.8999996185303,0.699999988079071,13,0,34.7272720336914,1.92861866950989,1,0,9,625,0
"285",1,1.56000006198883,10,NA,4,55,1053,1,0,0,6.5,2.20000004768372,3.29999995231628,18,0,19.1454544067383,2.74727082252502,1,1,100,NA,1
"286",1,0.833000004291534,1,24,4,27,186,0,1,0,2,2,0.300000011920929,14,0,6.88888883590698,2.11986351013184,0,0,1,576,0
"287",1,2,7,28,4,79,2711,1,0,0,10.8999996185303,4.40000009536743,8.60000038146973,18,0,34.3164558410645,2.99573230743408,1,1,49,784,1
"288",0,1.26199996471405,7,28,3,76,2613,0,1,0,12,5.30000019073486,4.30000019073486,9,0,34.3815803527832,2.5352828502655,1,0,49,784,0
"289",1,3.20999979972839,7,29,4,79,2638,1,0,0,19.8999996185303,2.70000004768372,3.09999990463257,11,1,33.392406463623,3.4688560962677,1,0,49,841,1
"290",1,0.715000033378601,5,31,4,75,1084,0,1,0,4.80000019073486,2.5,0.800000011920929,54,0,14.453332901001,1.96711230278015,1,1,25,961,1
"291",1,0.600000023841858,11,33,3,67,1197,1,0,0,10.3999996185303,1.60000002384186,2,4,0,17.8656711578369,1.7917594909668,1,1,121,1089,1
"292",0,2.5,6,28,4,78,2113,0,0,1,15.6999998092651,6.19999980926514,1.79999995231628,2,0,27.0897426605225,3.21887588500977,0,0,36,784,0
"293",0,2,12,33,3,30,282,0,1,0,2.29999995231628,2.5,0.5,5,0,9.39999961853027,2.99573230743408,1,0,144,1089,0
"294",0,0.319999992847443,3,NA,3,65,1714,1,0,0,7.69999980926514,3.09999990463257,6.5,49,0,26.3692302703857,1.16315078735352,1,0,9,NA,0
